,Xth_norm
1,33.836097717285156
1,33.83123779296875
1,33.8835334777832
1,33.99005889892578
1,34.17729187011719
1,34.361549377441406
1,34.59364700317383
1,34.79487609863281
1,34.94523239135742
1,35.04774475097656
1,35.2019157409668
1,35.19687271118164
1,35.16765594482422
1,35.24884033203125
1,35.231319427490234
1,35.212425231933594
1,35.10716247558594
1,35.10488510131836
1,35.027618408203125
1,35.02859878540039
1,34.95528030395508
1,34.942256927490234
1,34.91256332397461
1,34.90763473510742
1,34.919429779052734
1,34.87996292114258
1,34.867340087890625
1,34.8779296875
1,34.87535095214844
1,34.82823181152344
1,34.84646224975586
1,34.7809944152832
1,34.803714752197266
1,34.81510925292969
1,34.763519287109375
1,34.771907806396484
1,34.78052520751953
1,34.8028450012207
1,34.770957946777344
1,34.78010940551758
1,34.768348693847656
1,34.73604202270508
1,34.76284408569336
1,34.7692985534668
1,34.759117126464844
1,34.73107147216797
1,34.75676727294922
1,34.75959777832031
1,34.747406005859375
1,34.74650955200195
1,34.750125885009766
1,34.72880554199219
1,34.75096893310547
1,34.72393798828125
1,34.73131561279297
1,34.71291732788086
1,34.73353958129883
1,34.68867874145508
1,34.679481506347656
1,34.698448181152344
1,34.70359802246094
1,34.668514251708984
1,34.68006896972656
1,34.67023468017578
1,34.65191650390625
1,34.68220901489258
1,34.670963287353516
1,34.66342544555664
1,34.678184509277344
1,34.67205810546875
1,34.64606857299805
1,34.673519134521484
1,34.623748779296875
1,34.6595573425293
1,34.64982223510742
1,34.67486572265625
1,34.631874084472656
1,34.642269134521484
1,34.64739990234375
1,34.634422302246094
1,34.64875030517578
1,34.62373352050781
1,34.647701263427734
1,34.6602897644043
1,34.644474029541016
1,34.61183166503906
1,34.626319885253906
1,34.63740539550781
1,34.64753723144531
1,34.6124267578125
1,34.64698028564453
1,34.633148193359375
1,34.655853271484375
1,34.67405319213867
1,34.639225006103516
1,34.626609802246094
1,34.6259880065918
1,34.58951187133789
1,34.64481735229492
1,34.627296447753906
