,Xth_norm
1,33.8345947265625
1,33.81961441040039
1,33.88380432128906
1,33.990234375
1,34.12347412109375
1,34.34869384765625
1,34.56024932861328
1,34.76078414916992
1,34.94313430786133
1,35.040225982666016
1,35.18079376220703
1,35.164093017578125
1,35.151344299316406
1,35.1561164855957
1,35.1746826171875
1,35.11538314819336
1,35.090457916259766
1,35.072303771972656
1,35.04209899902344
1,34.937347412109375
1,34.905738830566406
1,34.87554168701172
1,34.86053466796875
1,34.828861236572266
1,34.81918716430664
1,34.82021713256836
1,34.808860778808594
1,34.77852249145508
1,34.76431655883789
1,34.75407409667969
1,34.741085052490234
1,34.72147750854492
1,34.73707962036133
1,34.69875717163086
1,34.71918487548828
1,34.67939376831055
1,34.726470947265625
1,34.726009368896484
1,34.68840789794922
1,34.66326904296875
1,34.63276672363281
1,34.668060302734375
1,34.67099380493164
1,34.690494537353516
1,34.64359664916992
1,34.6606559753418
1,34.6561393737793
1,34.652462005615234
1,34.64058303833008
1,34.6579704284668
1,34.684627532958984
1,34.67326736450195
1,34.65920639038086
1,34.689781188964844
1,34.66439437866211
1,34.643836975097656
1,34.67066955566406
1,34.62660217285156
1,34.62532043457031
1,34.61274337768555
1,34.6390495300293
1,34.62566375732422
1,34.6302375793457
1,34.59999465942383
1,34.599403381347656
1,34.641571044921875
1,34.617408752441406
1,34.582672119140625
1,34.63508987426758
1,34.58623504638672
1,34.614418029785156
1,34.6054801940918
1,34.61955261230469
1,34.577430725097656
1,34.60797119140625
1,34.60865783691406
1,34.59455871582031
1,34.585716247558594
1,34.60895919799805
1,34.588802337646484
1,34.58547592163086
1,34.57389450073242
1,34.59379196166992
1,34.6140022277832
1,34.573760986328125
1,34.596923828125
1,34.602088928222656
1,34.599761962890625
1,34.597408294677734
1,34.592010498046875
1,34.57380676269531
1,34.57565689086914
1,34.56829833984375
1,34.60514831542969
1,34.586151123046875
1,34.61210250854492
1,34.59395980834961
1,34.567012786865234
1,34.59809112548828
1,34.569576263427734
