,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.1777999997138977,0.1777999997138977,0.28049999475479126,0.28049999475479126
1,0.1355000138282776,0.1355000138282776,0.2003999948501587,0.2003999948501587
1,0.11580002307891846,0.11580002307891846,0.17299997806549072,0.17299997806549072
1,0.0989999771118164,0.0989999771118164,0.1510000228881836,0.1510000228881836
1,0.09640002250671387,0.09640002250671387,0.13830000162124634,0.13830000162124634
1,0.09060001373291016,0.09060001373291016,0.13249999284744263,0.13249999284744263
1,0.08670002222061157,0.08670002222061157,0.12559998035430908,0.12559998035430908
1,0.08139997720718384,0.08139997720718384,0.12059998512268066,0.12059998512268066
1,0.07910001277923584,0.07910001277923584,0.11890000104904175,0.11890000104904175
1,0.07749998569488525,0.07749998569488525,0.11979997158050537,0.11890000104904175
1,0.07730001211166382,0.07730001211166382,0.1151999831199646,0.1151999831199646
1,0.07609999179840088,0.07609999179840088,0.1129000186920166,0.1129000186920166
1,0.0755000114440918,0.0755000114440918,0.11299997568130493,0.1129000186920166
1,0.07520002126693726,0.07520002126693726,0.11100000143051147,0.11100000143051147
1,0.07150000333786011,0.07150000333786011,0.10939997434616089,0.10939997434616089
1,0.07429999113082886,0.07150000333786011,0.10930001735687256,0.10930001735687256
1,0.0722000002861023,0.07150000333786011,0.10820001363754272,0.10820001363754272
1,0.07249999046325684,0.07150000333786011,0.10670000314712524,0.10670000314712524
1,0.07090002298355103,0.07090002298355103,0.10600000619888306,0.10600000619888306
1,0.07150000333786011,0.07090002298355103,0.10479998588562012,0.10479998588562012
1,0.07069998979568481,0.07069998979568481,0.10449999570846558,0.10449999570846558
1,0.07099997997283936,0.07069998979568481,0.10570001602172852,0.10449999570846558
1,0.06929999589920044,0.06929999589920044,0.10339999198913574,0.10339999198913574
1,0.06959998607635498,0.06929999589920044,0.1032000184059143,0.1032000184059143
1,0.06929999589920044,0.06929999589920044,0.10379999876022339,0.1032000184059143
1,0.06779998540878296,0.06779998540878296,0.1021999716758728,0.1021999716758728
1,0.06770002841949463,0.06770002841949463,0.10119998455047607,0.10119998455047607
1,0.06730002164840698,0.06730002164840698,0.09960001707077026,0.09960001707077026
1,0.06760001182556152,0.06730002164840698,0.09869998693466187,0.09869998693466187
1,0.06709998846054077,0.06709998846054077,0.09939998388290405,0.09869998693466187
