,Xth_norm
1,33.83559036254883
1,33.82496643066406
1,33.888771057128906
1,34.01826858520508
1,34.159420013427734
1,34.3797721862793
1,34.60612869262695
1,34.813236236572266
1,34.90758514404297
1,35.02101135253906
1,35.01210403442383
1,35.13735580444336
1,35.134429931640625
1,35.08226013183594
1,35.146934509277344
1,35.091026306152344
1,35.0693473815918
1,35.033634185791016
1,34.99296951293945
1,34.98077392578125
1,34.9132194519043
1,34.93141174316406
1,34.88504409790039
1,34.83277130126953
1,34.84083938598633
1,34.83951950073242
1,34.82942581176758
1,34.808815002441406
1,34.78379440307617
1,34.80086135864258
1,34.781490325927734
1,34.780941009521484
1,34.761539459228516
1,34.76536560058594
1,34.7197151184082
1,34.70009994506836
1,34.69483947753906
1,34.71918869018555
1,34.716270446777344
1,34.70402526855469
1,34.6928825378418
1,34.7154655456543
1,34.684661865234375
1,34.703155517578125
1,34.69482421875
1,34.704933166503906
1,34.67531967163086
1,34.672401428222656
1,34.667442321777344
1,34.63912582397461
1,34.67064666748047
1,34.63640594482422
1,34.670352935791016
1,34.66218566894531
1,34.645652770996094
1,34.652217864990234
1,34.6343994140625
1,34.575767517089844
1,34.6059684753418
1,34.62788009643555
1,34.62790298461914
1,34.61122131347656
1,34.62062454223633
1,34.61750793457031
1,34.628204345703125
1,34.61459732055664
1,34.59741973876953
1,34.58018493652344
1,34.6120491027832
1,34.61139678955078
1,34.62213897705078
1,34.58004379272461
1,34.59806442260742
1,34.56787109375
1,34.61165237426758
1,34.58481979370117
1,34.57826232910156
1,34.576904296875
1,34.567203521728516
1,34.54838562011719
1,34.54951477050781
1,34.561832427978516
1,34.55946731567383
1,34.554744720458984
1,34.55702209472656
1,34.58012771606445
1,34.55915451049805
1,34.55954360961914
1,34.547019958496094
1,34.56048583984375
1,34.53516387939453
1,34.59632873535156
1,34.5811882019043
1,34.56582260131836
1,34.565372467041016
1,34.558998107910156
1,34.54702377319336
1,34.56849670410156
1,34.559547424316406
1,34.569419860839844
