,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.09280002117156982,0.09280002117156982,0.13599997758865356,0.13599997758865356
1,0.07609999179840088,0.07609999179840088,0.10909998416900635,0.10909998416900635
1,0.07080000638961792,0.07080000638961792,0.1054999828338623,0.1054999828338623
1,0.06590002775192261,0.06590002775192261,0.10049998760223389,0.10049998760223389
1,0.06290000677108765,0.06290000677108765,0.09680002927780151,0.09680002927780151
1,0.06269997358322144,0.06269997358322144,0.09479999542236328,0.09479999542236328
1,0.06059998273849487,0.06059998273849487,0.09399998188018799,0.09399998188018799
1,0.060800015926361084,0.06059998273849487,0.0934000015258789,0.0934000015258789
1,0.05889999866485596,0.05889999866485596,0.09079998731613159,0.09079998731613159
1,0.06169998645782471,0.05889999866485596,0.09429997205734253,0.09079998731613159
1,0.059599995613098145,0.05889999866485596,0.09320002794265747,0.09079998731613159
1,0.058600008487701416,0.058600008487701416,0.0910000205039978,0.09079998731613159
1,0.061100006103515625,0.058600008487701416,0.09119999408721924,0.09079998731613159
1,0.06000000238418579,0.058600008487701416,0.08920001983642578,0.08920001983642578
1,0.06129997968673706,0.058600008487701416,0.09359997510910034,0.08920001983642578
1,0.05760002136230469,0.05760002136230469,0.09049999713897705,0.08920001983642578
1,0.05909997224807739,0.05760002136230469,0.09069997072219849,0.08920001983642578
1,0.058300018310546875,0.05760002136230469,0.09160000085830688,0.08920001983642578
1,0.05779999494552612,0.05760002136230469,0.09119999408721924,0.08920001983642578
1,0.05640000104904175,0.05640000104904175,0.09189999103546143,0.08920001983642578
1,0.055899977684020996,0.055899977684020996,0.08910000324249268,0.08910000324249268
1,0.05610001087188721,0.055899977684020996,0.09049999713897705,0.08910000324249268
1,0.05720001459121704,0.055899977684020996,0.09210002422332764,0.08910000324249268
1,0.05500000715255737,0.05500000715255737,0.08950001001358032,0.08910000324249268
1,0.057099997997283936,0.05500000715255737,0.08969998359680176,0.08910000324249268
1,0.058600008487701416,0.05500000715255737,0.08969998359680176,0.08910000324249268
1,0.05620002746582031,0.05500000715255737,0.0934000015258789,0.08910000324249268
1,0.055899977684020996,0.05500000715255737,0.09069997072219849,0.08910000324249268
1,0.056599974632263184,0.05500000715255737,0.0900999903678894,0.08910000324249268
1,0.0569000244140625,0.05500000715255737,0.0934000015258789,0.08910000324249268
