,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.09490001201629639,0.09490001201629639,0.12929999828338623,0.12929999828338623
1,0.07620000839233398,0.07620000839233398,0.09960001707077026,0.09960001707077026
1,0.07389998435974121,0.07389998435974121,0.0975000262260437,0.0975000262260437
1,0.06699997186660767,0.06699997186660767,0.09160000085830688,0.09160000085830688
1,0.06889998912811279,0.06699997186660767,0.09289997816085815,0.09160000085830688
1,0.06779998540878296,0.06699997186660767,0.0975000262260437,0.09160000085830688
1,0.06559997797012329,0.06559997797012329,0.09060001373291016,0.09060001373291016
1,0.06540000438690186,0.06540000438690186,0.09270000457763672,0.09060001373291016
1,0.06510001420974731,0.06510001420974731,0.09130001068115234,0.09060001373291016
1,0.06180000305175781,0.06180000305175781,0.08890002965927124,0.08890002965927124
1,0.05970001220703125,0.05970001220703125,0.0877000093460083,0.0877000093460083
1,0.0625,0.05970001220703125,0.09170001745223999,0.0877000093460083
1,0.06169998645782471,0.05970001220703125,0.09460002183914185,0.0877000093460083
1,0.058099985122680664,0.058099985122680664,0.08719998598098755,0.08719998598098755
1,0.0625,0.058099985122680664,0.0909000039100647,0.08719998598098755
1,0.05889999866485596,0.058099985122680664,0.08810001611709595,0.08719998598098755
1,0.06019997596740723,0.058099985122680664,0.08980000019073486,0.08719998598098755
1,0.061100006103515625,0.058099985122680664,0.09119999408721924,0.08719998598098755
1,0.060899972915649414,0.058099985122680664,0.09109997749328613,0.08719998598098755
1,0.06129997968673706,0.058099985122680664,0.09119999408721924,0.08719998598098755
1,0.0625,0.058099985122680664,0.0910000205039978,0.08719998598098755
1,0.06480002403259277,0.058099985122680664,0.0942000150680542,0.08719998598098755
1,0.062300026416778564,0.058099985122680664,0.08749997615814209,0.08719998598098755
1,0.06169998645782471,0.058099985122680664,0.09109997749328613,0.08719998598098755
1,0.060899972915649414,0.058099985122680664,0.08880001306533813,0.08719998598098755
1,0.061399996280670166,0.058099985122680664,0.08890002965927124,0.08719998598098755
1,0.059800028800964355,0.058099985122680664,0.08869999647140503,0.08719998598098755
1,0.05949997901916504,0.058099985122680664,0.09039998054504395,0.08719998598098755
1,0.0626000165939331,0.058099985122680664,0.09429997205734253,0.08719998598098755
1,0.06050002574920654,0.058099985122680664,0.0878000259399414,0.08719998598098755
