,Train_Class_Error,Min_Train_Class_Error,Final_Test_Error,Min_Final_Test_Error,Final_Test_Loss,Min_Final_Test_Loss
1,0.9108333587646484,0.9108333587646484,0.6331000328063965,0.6331000328063965,2.298020601272583,2.298020601272583
1,0.6274999976158142,0.6274999976158142,0.2986000180244446,0.2986000180244446,2.2930350303649902,2.2930350303649902
1,0.2724999785423279,0.2724999785423279,0.15469998121261597,0.15469998121261597,2.287844181060791,2.287844181060791
1,0.11833333969116211,0.11833333969116211,0.11959999799728394,0.11959999799728394,2.2824020385742188,2.2824020385742188
1,0.08833330869674683,0.08833330869674683,0.10430002212524414,0.10430002212524414,2.276766061782837,2.276766061782837
1,0.06999999284744263,0.06999999284744263,0.09390002489089966,0.09390002489089966,2.27089262008667,2.27089262008667
1,0.06666666269302368,0.06666666269302368,0.08560001850128174,0.08560001850128174,2.2646725177764893,2.2646725177764893
1,0.06000000238418579,0.06000000238418579,0.08160001039505005,0.08160001039505005,2.258267641067505,2.258267641067505
1,0.05583333969116211,0.05583333969116211,0.07920002937316895,0.07920002937316895,2.2515578269958496,2.2515578269958496
1,0.05416667461395264,0.05416667461395264,0.07749998569488525,0.07749998569488525,2.2446579933166504,2.2446579933166504
1,0.0533333420753479,0.0533333420753479,0.07649999856948853,0.07649999856948853,2.237412214279175,2.237412214279175
1,0.05166667699813843,0.05166667699813843,0.0755000114440918,0.0755000114440918,2.2299952507019043,2.2299952507019043
1,0.05166667699813843,0.05166667699813843,0.07499998807907104,0.07499998807907104,2.22212290763855,2.22212290763855
1,0.05166667699813843,0.05166667699813843,0.07429999113082886,0.07429999113082886,2.2142858505249023,2.2142858505249023
1,0.05166667699813843,0.05166667699813843,0.07410001754760742,0.07410001754760742,2.205927610397339,2.205927610397339
1,0.05166667699813843,0.05166667699813843,0.07249999046325684,0.07249999046325684,2.1974616050720215,2.1974616050720215
1,0.05166667699813843,0.05166667699813843,0.07069998979568481,0.07069998979568481,2.1886768341064453,2.1886768341064453
1,0.050000011920928955,0.050000011920928955,0.06980001926422119,0.06980001926422119,2.179656505584717,2.179656505584717
1,0.047500014305114746,0.047500014305114746,0.06870001554489136,0.06870001554489136,2.170389175415039,2.170389175415039
1,0.04916667938232422,0.047500014305114746,0.06790000200271606,0.06790000200271606,2.160870313644409,2.160870313644409
1,0.04833334684371948,0.047500014305114746,0.06690001487731934,0.06690001487731934,2.1510982513427734,2.1510982513427734
1,0.04916667938232422,0.047500014305114746,0.06679999828338623,0.06679999828338623,2.1411192417144775,2.1411192417144775
1,0.050000011920928955,0.047500014305114746,0.06679999828338623,0.06679999828338623,2.131120443344116,2.131120443344116
1,0.050000011920928955,0.047500014305114746,0.06639999151229858,0.06639999151229858,2.1208407878875732,2.1208407878875732
1,0.050000011920928955,0.047500014305114746,0.06540000438690186,0.06540000438690186,2.1104488372802734,2.1104488372802734
1,0.05083334445953369,0.047500014305114746,0.06379997730255127,0.06379997730255127,2.0998659133911133,2.0998659133911133
1,0.050000011920928955,0.047500014305114746,0.06319999694824219,0.06319999694824219,2.089096784591675,2.089096784591675
1,0.05083334445953369,0.047500014305114746,0.06290000677108765,0.06290000677108765,2.0781683921813965,2.0781683921813965
1,0.05083334445953369,0.047500014305114746,0.06169998645782471,0.06169998645782471,2.067305564880371,2.067305564880371
