,Train_Error,Min_Train_Error,Test_Error,Min_Test_Error
1,0.4100000262260437,0.4100000262260437,0.15799999237060547,0.15799999237060547
1,0.14399999380111694,0.14399999380111694,0.1312999725341797,0.1312999725341797
1,0.10600000619888306,0.10600000619888306,0.131600022315979,0.1312999725341797
1,0.1029999852180481,0.1029999852180481,0.11820000410079956,0.11820000410079956
1,0.08700001239776611,0.08700001239776611,0.12620002031326294,0.11820000410079956
1,0.07300001382827759,0.07300001382827759,0.11460000276565552,0.11460000276565552
1,0.06300002336502075,0.06300002336502075,0.11269998550415039,0.11269998550415039
1,0.05500000715255737,0.05500000715255737,0.11220002174377441,0.11220002174377441
1,0.046000003814697266,0.046000003814697266,0.10250002145767212,0.10250002145767212
1,0.046999990940093994,0.046000003814697266,0.10360002517700195,0.10250002145767212
1,0.04400002956390381,0.04400002956390381,0.09930002689361572,0.09930002689361572
1,0.03700000047683716,0.03700000047683716,0.10049998760223389,0.09930002689361572
1,0.0339999794960022,0.0339999794960022,0.10449999570846558,0.09930002689361572
1,0.0339999794960022,0.0339999794960022,0.10439997911453247,0.09930002689361572
1,0.029999971389770508,0.029999971389770508,0.10119998455047607,0.09930002689361572
1,0.021000027656555176,0.021000027656555176,0.10079997777938843,0.09930002689361572
1,0.026000022888183594,0.021000027656555176,0.09759998321533203,0.09759998321533203
1,0.021000027656555176,0.021000027656555176,0.09869998693466187,0.09759998321533203
1,0.021000027656555176,0.021000027656555176,0.09780001640319824,0.09759998321533203
1,0.023000001907348633,0.021000027656555176,0.10149997472763062,0.09759998321533203
1,0.02899998426437378,0.021000027656555176,0.10509997606277466,0.09759998321533203
1,0.02399998903274536,0.021000027656555176,0.10000002384185791,0.09759998321533203
1,0.023000001907348633,0.021000027656555176,0.10240000486373901,0.09759998321533203
1,0.021000027656555176,0.021000027656555176,0.10100001096725464,0.09759998321533203
1,0.018000006675720215,0.018000006675720215,0.09490001201629639,0.09490001201629639
1,0.021000027656555176,0.018000006675720215,0.09609997272491455,0.09490001201629639
1,0.02499997615814209,0.018000006675720215,0.09640002250671387,0.09490001201629639
1,0.019999980926513672,0.018000006675720215,0.09780001640319824,0.09490001201629639
1,0.019999980926513672,0.018000006675720215,0.09820002317428589,0.09490001201629639
1,0.018999993801116943,0.018000006675720215,0.09680002927780151,0.09490001201629639
1,0.015999972820281982,0.015999972820281982,0.10170000791549683,0.09490001201629639
1,0.013999998569488525,0.013999998569488525,0.09359997510910034,0.09359997510910034
1,0.017000019550323486,0.013999998569488525,0.09490001201629639,0.09359997510910034
1,0.018000006675720215,0.013999998569488525,0.09219998121261597,0.09219998121261597
1,0.010999977588653564,0.010999977588653564,0.09500002861022949,0.09219998121261597
1,0.02499997615814209,0.010999977588653564,0.09369999170303345,0.09219998121261597
1,0.017000019550323486,0.010999977588653564,0.08869999647140503,0.08869999647140503
1,0.012000024318695068,0.010999977588653564,0.10119998455047607,0.08869999647140503
1,0.010999977588653564,0.010999977588653564,0.08960002660751343,0.08869999647140503
1,0.010999977588653564,0.010999977588653564,0.09789997339248657,0.08869999647140503
1,0.009000003337860107,0.009000003337860107,0.09640002250671387,0.08869999647140503
1,0.009000003337860107,0.009000003337860107,0.09589999914169312,0.08869999647140503
1,0.014999985694885254,0.009000003337860107,0.09109997749328613,0.08869999647140503
1,0.012000024318695068,0.009000003337860107,0.08639997243881226,0.08639997243881226
1,0.010999977588653564,0.009000003337860107,0.09030002355575562,0.08639997243881226
1,0.009999990463256836,0.009000003337860107,0.08630001544952393,0.08630001544952393
1,0.012000024318695068,0.009000003337860107,0.08960002660751343,0.08630001544952393
1,0.010999977588653564,0.009000003337860107,0.08960002660751343,0.08630001544952393
1,0.009000003337860107,0.009000003337860107,0.0900999903678894,0.08630001544952393
1,0.012000024318695068,0.009000003337860107,0.09640002250671387,0.08630001544952393
1,0.010999977588653564,0.009000003337860107,0.09539997577667236,0.08630001544952393
1,0.008000016212463379,0.008000016212463379,0.09200000762939453,0.08630001544952393
1,0.009999990463256836,0.008000016212463379,0.09109997749328613,0.08630001544952393
1,0.009999990463256836,0.008000016212463379,0.09030002355575562,0.08630001544952393
1,0.010999977588653564,0.008000016212463379,0.0989999771118164,0.08630001544952393
1,0.013000011444091797,0.008000016212463379,0.08829998970031738,0.08630001544952393
1,0.010999977588653564,0.008000016212463379,0.09289997816085815,0.08630001544952393
1,0.009999990463256836,0.008000016212463379,0.0877000093460083,0.08630001544952393
1,0.009000003337860107,0.008000016212463379,0.08499997854232788,0.08499997854232788
1,0.009000003337860107,0.008000016212463379,0.09560000896453857,0.08499997854232788
1,0.012000024318695068,0.008000016212463379,0.08639997243881226,0.08499997854232788
1,0.013000011444091797,0.008000016212463379,0.09149998426437378,0.08499997854232788
1,0.009999990463256836,0.008000016212463379,0.08789998292922974,0.08499997854232788
1,0.010999977588653564,0.008000016212463379,0.08590000867843628,0.08499997854232788
1,0.009000003337860107,0.008000016212463379,0.0934000015258789,0.08499997854232788
1,0.009999990463256836,0.008000016212463379,0.08179998397827148,0.08179998397827148
1,0.009000003337860107,0.008000016212463379,0.08829998970031738,0.08179998397827148
1,0.012000024318695068,0.008000016212463379,0.08279997110366821,0.08179998397827148
1,0.00700002908706665,0.00700002908706665,0.08560001850128174,0.08179998397827148
1,0.009999990463256836,0.00700002908706665,0.08719998598098755,0.08179998397827148
1,0.00700002908706665,0.00700002908706665,0.0899999737739563,0.08179998397827148
1,0.012000024318695068,0.00700002908706665,0.08910000324249268,0.08179998397827148
1,0.009999990463256836,0.00700002908706665,0.08469998836517334,0.08179998397827148
1,0.008000016212463379,0.00700002908706665,0.08420002460479736,0.08179998397827148
1,0.009999990463256836,0.00700002908706665,0.0885000228881836,0.08179998397827148
1,0.009000003337860107,0.00700002908706665,0.08649998903274536,0.08179998397827148
1,0.009000003337860107,0.00700002908706665,0.08310002088546753,0.08179998397827148
1,0.00700002908706665,0.00700002908706665,0.08939999341964722,0.08179998397827148
1,0.009000003337860107,0.00700002908706665,0.08270001411437988,0.08179998397827148
1,0.008000016212463379,0.00700002908706665,0.08619999885559082,0.08179998397827148
