,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.16369998455047607,0.16369998455047607,0.2710999846458435,0.2710999846458435
1,0.13200002908706665,0.13200002908706665,0.20169997215270996,0.20169997215270996
1,0.11390000581741333,0.11390000581741333,0.16509997844696045,0.16509997844696045
1,0.10170000791549683,0.10170000791549683,0.1509000062942505,0.1509000062942505
1,0.09369999170303345,0.09369999170303345,0.1413000226020813,0.1413000226020813
1,0.08789998292922974,0.08789998292922974,0.1330999732017517,0.1330999732017517
1,0.08420002460479736,0.08420002460479736,0.12800002098083496,0.12800002098083496
1,0.08240002393722534,0.08240002393722534,0.12480002641677856,0.12480002641677856
1,0.08009999990463257,0.08009999990463257,0.11760002374649048,0.11760002374649048
1,0.07690000534057617,0.07690000534057617,0.11349999904632568,0.11349999904632568
1,0.0745999813079834,0.0745999813079834,0.11119997501373291,0.11119997501373291
1,0.07410001754760742,0.07410001754760742,0.11110001802444458,0.11110001802444458
1,0.07279998064041138,0.07279998064041138,0.1086999773979187,0.1086999773979187
1,0.07120001316070557,0.07120001316070557,0.10689997673034668,0.10689997673034668
1,0.071399986743927,0.07120001316070557,0.10570001602172852,0.10570001602172852
1,0.07130002975463867,0.07120001316070557,0.10449999570846558,0.10449999570846558
1,0.06959998607635498,0.06959998607635498,0.10559999942779541,0.10449999570846558
1,0.06940001249313354,0.06940001249313354,0.1031000018119812,0.1031000018119812
1,0.07020002603530884,0.06940001249313354,0.10559999942779541,0.1031000018119812
1,0.06999999284744263,0.06940001249313354,0.10350000858306885,0.1031000018119812
1,0.07010000944137573,0.06940001249313354,0.10280001163482666,0.10280001163482666
1,0.06940001249313354,0.06940001249313354,0.1031000018119812,0.10280001163482666
1,0.06999999284744263,0.06940001249313354,0.10089999437332153,0.10089999437332153
1,0.06940001249313354,0.06940001249313354,0.09930002689361572,0.09930002689361572
1,0.06929999589920044,0.06929999589920044,0.09869998693466187,0.09869998693466187
1,0.06739997863769531,0.06739997863769531,0.09619998931884766,0.09619998931884766
1,0.06709998846054077,0.06709998846054077,0.0974000096321106,0.09619998931884766
1,0.06959998607635498,0.06709998846054077,0.09700000286102295,0.09619998931884766
1,0.06800001859664917,0.06709998846054077,0.09729999303817749,0.09619998931884766
1,0.06749999523162842,0.06709998846054077,0.09640002250671387,0.09619998931884766
