,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.1413000226020813,0.1413000226020813,0.2225000262260437,0.2225000262260437
1,0.09759998321533203,0.09759998321533203,0.13249999284744263,0.13249999284744263
1,0.09030002355575562,0.09030002355575562,0.11479997634887695,0.11479997634887695
1,0.0820000171661377,0.0820000171661377,0.10570001602172852,0.10570001602172852
1,0.07630002498626709,0.07630002498626709,0.10060000419616699,0.10060000419616699
1,0.069100022315979,0.069100022315979,0.0909000039100647,0.0909000039100647
1,0.06749999523162842,0.06749999523162842,0.09259998798370361,0.0909000039100647
1,0.06830000877380371,0.06749999523162842,0.08869999647140503,0.08869999647140503
1,0.06739997863769531,0.06739997863769531,0.09249997138977051,0.08869999647140503
1,0.06160002946853638,0.06160002946853638,0.08789998292922974,0.08789998292922974
1,0.06309998035430908,0.06160002946853638,0.08810001611709595,0.08789998292922974
1,0.06269997358322144,0.06160002946853638,0.08560001850128174,0.08560001850128174
1,0.060100018978118896,0.060100018978118896,0.0842999815940857,0.0842999815940857
1,0.06000000238418579,0.06000000238418579,0.08539998531341553,0.0842999815940857
1,0.06180000305175781,0.06000000238418579,0.0875999927520752,0.0842999815940857
1,0.06129997968673706,0.06000000238418579,0.08590000867843628,0.0842999815940857
1,0.059899985790252686,0.059899985790252686,0.08710002899169922,0.0842999815940857
1,0.061100006103515625,0.059899985790252686,0.08539998531341553,0.0842999815940857
1,0.06069999933242798,0.059899985790252686,0.08600002527236938,0.0842999815940857
1,0.06190001964569092,0.059899985790252686,0.09219998121261597,0.0842999815940857
1,0.06099998950958252,0.059899985790252686,0.08929997682571411,0.0842999815940857
1,0.0625,0.059899985790252686,0.08980000019073486,0.0842999815940857
1,0.06160002946853638,0.059899985790252686,0.08799999952316284,0.0842999815940857
1,0.062099993228912354,0.059899985790252686,0.08689999580383301,0.0842999815940857
1,0.062099993228912354,0.059899985790252686,0.09160000085830688,0.0842999815940857
1,0.06120002269744873,0.059899985790252686,0.09160000085830688,0.0842999815940857
1,0.0625,0.059899985790252686,0.09179997444152832,0.0842999815940857
1,0.0626000165939331,0.059899985790252686,0.09020000696182251,0.0842999815940857
1,0.0626000165939331,0.059899985790252686,0.09149998426437378,0.0842999815940857
1,0.06279999017715454,0.059899985790252686,0.08929997682571411,0.0842999815940857
