,Train_Error,Min_Train_Error,Test_Error,Min_Test_Error
0,0.2080666422843933,0.2080666422843933,0.15630000829696655,0.15630000829696655
0,0.13271665573120117,0.13271665573120117,0.12419998645782471,0.12419998645782471
0,0.11133331060409546,0.11133331060409546,0.11510002613067627,0.11510002613067627
0,0.10213333368301392,0.10213333368301392,0.10829997062683105,0.10829997062683105
0,0.09729999303817749,0.09729999303817749,0.09950000047683716,0.09950000047683716
0,0.08848333358764648,0.08848333358764648,0.09369999170303345,0.09369999170303345
0,0.08558332920074463,0.08558332920074463,0.09369999170303345,0.09369999170303345
0,0.08044999837875366,0.08044999837875366,0.08840000629425049,0.08840000629425049
0,0.07671666145324707,0.07671666145324707,0.09140002727508545,0.08840000629425049
0,0.07246667146682739,0.07246667146682739,0.08660000562667847,0.08660000562667847
0,0.06986665725708008,0.06986665725708008,0.08499997854232788,0.08499997854232788
0,0.0655166506767273,0.0655166506767273,0.08090001344680786,0.08090001344680786
0,0.06236666440963745,0.06236666440963745,0.08279997110366821,0.08090001344680786
0,0.05949997901916504,0.05949997901916504,0.08249998092651367,0.08090001344680786
0,0.05576664209365845,0.05576664209365845,0.08329999446868896,0.08090001344680786
0,0.05489999055862427,0.05489999055862427,0.07840001583099365,0.07840001583099365
0,0.05068331956863403,0.05068331956863403,0.07730001211166382,0.07730001211166382
0,0.047316670417785645,0.047316670417785645,0.08079999685287476,0.07730001211166382
0,0.04544997215270996,0.04544997215270996,0.07690000534057617,0.07690000534057617
0,0.04248332977294922,0.04248332977294922,0.07719999551773071,0.07690000534057617
0,0.039766669273376465,0.039766669273376465,0.07480001449584961,0.07480001449584961
0,0.03613334894180298,0.03613334894180298,0.07990002632141113,0.07480001449584961
0,0.035033345222473145,0.035033345222473145,0.078000009059906,0.07480001449584961
0,0.03323334455490112,0.03323334455490112,0.07669997215270996,0.07480001449584961
0,0.030016660690307617,0.030016660690307617,0.07499998807907104,0.07480001449584961
0,0.028083324432373047,0.028083324432373047,0.07639998197555542,0.07480001449584961
0,0.027300000190734863,0.027300000190734863,0.07520002126693726,0.07480001449584961
0,0.025816679000854492,0.025816679000854492,0.07599997520446777,0.07480001449584961
0,0.023783326148986816,0.023783326148986816,0.07300001382827759,0.07300001382827759
0,0.020533323287963867,0.020533323287963867,0.07569998502731323,0.07300001382827759
0,0.01864999532699585,0.01864999532699585,0.0777999758720398,0.07300001382827759
0,0.018599987030029297,0.018599987030029297,0.07450002431869507,0.07300001382827759
0,0.017666637897491455,0.017666637897491455,0.07599997520446777,0.07300001382827759
0,0.016216695308685303,0.016216695308685303,0.07669997215270996,0.07300001382827759
0,0.01508331298828125,0.01508331298828125,0.07709997892379761,0.07300001382827759
0,0.015600025653839111,0.01508331298828125,0.07440000772476196,0.07300001382827759
