,Xth_norm
1,33.81962585449219
1,33.83199691772461
1,33.88802719116211
1,34.02056121826172
1,34.18414306640625
1,34.35359191894531
1,34.58666229248047
1,34.79840087890625
1,34.90768051147461
1,35.062782287597656
1,35.136016845703125
1,35.16960525512695
1,35.158241271972656
1,35.17311096191406
1,35.11957550048828
1,35.15348815917969
1,35.06978988647461
1,35.04375457763672
1,34.99653244018555
1,34.989158630371094
1,34.95016860961914
1,34.90564727783203
1,34.93513870239258
1,34.86184310913086
1,34.861854553222656
1,34.86064147949219
1,34.82920837402344
1,34.80397033691406
1,34.76600646972656
1,34.81301498413086
1,34.78700256347656
1,34.799556732177734
1,34.77737808227539
1,34.77354431152344
1,34.725433349609375
1,34.73627471923828
1,34.7557258605957
1,34.72840118408203
1,34.727481842041016
1,34.72881317138672
1,34.70094680786133
1,34.735687255859375
1,34.684226989746094
1,34.71216583251953
1,34.69804000854492
1,34.69136047363281
1,34.72355270385742
1,34.723876953125
1,34.65742111206055
1,34.6685791015625
1,34.684200286865234
1,34.67600631713867
1,34.69089126586914
1,34.65548324584961
1,34.685264587402344
1,34.67850112915039
1,34.69120788574219
1,34.66304016113281
1,34.660545349121094
1,34.65412139892578
1,34.66842269897461
1,34.66668701171875
1,34.648319244384766
1,34.634727478027344
1,34.639312744140625
1,34.64747619628906
1,34.594749450683594
1,34.65531539916992
1,34.622215270996094
1,34.614810943603516
1,34.63103103637695
1,34.64278793334961
1,34.63029098510742
1,34.63812255859375
1,34.61161422729492
1,34.630611419677734
1,34.65278625488281
1,34.59282302856445
1,34.60625457763672
1,34.60294723510742
1,34.61147689819336
1,34.604549407958984
1,34.661903381347656
1,34.628448486328125
1,34.63302993774414
1,34.60304260253906
1,34.61588668823242
1,34.60605239868164
1,34.638458251953125
1,34.61362838745117
1,34.59490203857422
1,34.59847640991211
1,34.631717681884766
1,34.63787078857422
1,34.60231399536133
1,34.60780715942383
1,34.670894622802734
1,34.632137298583984
1,34.61515808105469
1,34.63407516479492
