,Train_Error,Min_Train_Error,Test_Error,Min_Test_Error
1,0.8400000333786011,0.8400000333786011,0.42669999599456787,0.42669999599456787
1,0.36000001430511475,0.36000001430511475,0.4465000033378601,0.42669999599456787
1,0.23000001907348633,0.23000001907348633,0.3141000270843506,0.3141000270843506
1,0.17000001668930054,0.17000001668930054,0.3450000286102295,0.3141000270843506
1,0.17000001668930054,0.17000001668930054,0.31139999628067017,0.31139999628067017
1,0.11000001430511475,0.11000001430511475,0.2702000141143799,0.2702000141143799
1,0.06999999284744263,0.06999999284744263,0.26819998025894165,0.26819998025894165
1,0.029999971389770508,0.029999971389770508,0.258899986743927,0.258899986743927
1,0.04000002145767212,0.029999971389770508,0.25609999895095825,0.25609999895095825
1,0.04000002145767212,0.029999971389770508,0.24970000982284546,0.24970000982284546
1,0.019999980926513672,0.019999980926513672,0.2547000050544739,0.24970000982284546
1,0.009999990463256836,0.009999990463256836,0.26749998331069946,0.24970000982284546
1,0.019999980926513672,0.009999990463256836,0.25880002975463867,0.24970000982284546
1,0.0,0.0,0.2513999938964844,0.24970000982284546
1,0.0,0.0,0.24699997901916504,0.24699997901916504
1,0.009999990463256836,0.0,0.24159997701644897,0.24159997701644897
1,0.009999990463256836,0.0,0.24379998445510864,0.24159997701644897
1,0.0,0.0,0.24839997291564941,0.24159997701644897
1,0.0,0.0,0.24830001592636108,0.24159997701644897
1,0.009999990463256836,0.0,0.24239999055862427,0.24159997701644897
1,0.0,0.0,0.24059998989105225,0.24059998989105225
1,0.009999990463256836,0.0,0.23830002546310425,0.23830002546310425
1,0.0,0.0,0.24559998512268066,0.23830002546310425
1,0.0,0.0,0.24800002574920654,0.23830002546310425
1,0.0,0.0,0.24489998817443848,0.23830002546310425
1,0.0,0.0,0.24409997463226318,0.23830002546310425
1,0.009999990463256836,0.0,0.24169999361038208,0.23830002546310425
1,0.0,0.0,0.24220001697540283,0.23830002546310425
1,0.0,0.0,0.2441999912261963,0.23830002546310425
1,0.0,0.0,0.24239999055862427,0.23830002546310425
1,0.009999990463256836,0.0,0.23559999465942383,0.23559999465942383
1,0.0,0.0,0.23640000820159912,0.23559999465942383
1,0.0,0.0,0.23830002546310425,0.23559999465942383
1,0.0,0.0,0.2444000244140625,0.23559999465942383
1,0.0,0.0,0.2459999918937683,0.23559999465942383
1,0.0,0.0,0.24229997396469116,0.23559999465942383
1,0.0,0.0,0.241100013256073,0.23559999465942383
1,0.0,0.0,0.24260002374649048,0.23559999465942383
1,0.0,0.0,0.24260002374649048,0.23559999465942383
1,0.0,0.0,0.2394999861717224,0.23559999465942383
1,0.0,0.0,0.23809999227523804,0.23559999465942383
1,0.0,0.0,0.23940002918243408,0.23559999465942383
1,0.0,0.0,0.2419000267982483,0.23559999465942383
1,0.0,0.0,0.2419000267982483,0.23559999465942383
1,0.0,0.0,0.2408999800682068,0.23559999465942383
1,0.0,0.0,0.2469000220298767,0.23559999465942383
1,0.0,0.0,0.24910002946853638,0.23559999465942383
1,0.0,0.0,0.24699997901916504,0.23559999465942383
1,0.0,0.0,0.2419000267982483,0.23559999465942383
1,0.0,0.0,0.23909997940063477,0.23559999465942383
1,0.0,0.0,0.23849999904632568,0.23559999465942383
1,0.0,0.0,0.24260002374649048,0.23559999465942383
1,0.0,0.0,0.2436000108718872,0.23559999465942383
1,0.0,0.0,0.2408999800682068,0.23559999465942383
1,0.0,0.0,0.23960000276565552,0.23559999465942383
1,0.0,0.0,0.23750001192092896,0.23559999465942383
1,0.0,0.0,0.23739999532699585,0.23559999465942383
1,0.0,0.0,0.23809999227523804,0.23559999465942383
1,0.0,0.0,0.23650002479553223,0.23559999465942383
1,0.0,0.0,0.23320001363754272,0.23320001363754272
1,0.0,0.0,0.2343999743461609,0.23320001363754272
1,0.0,0.0,0.2401999831199646,0.23320001363754272
1,0.0,0.0,0.2434999942779541,0.23320001363754272
1,0.0,0.0,0.24309998750686646,0.23320001363754272
1,0.0,0.0,0.24489998817443848,0.23320001363754272
1,0.0,0.0,0.24610000848770142,0.23320001363754272
1,0.0,0.0,0.24290001392364502,0.23320001363754272
1,0.0,0.0,0.2401999831199646,0.23320001363754272
1,0.0,0.0,0.23830002546310425,0.23320001363754272
1,0.0,0.0,0.23509997129440308,0.23320001363754272
1,0.0,0.0,0.2343999743461609,0.23320001363754272
1,0.0,0.0,0.23629999160766602,0.23320001363754272
1,0.0,0.0,0.2376999855041504,0.23320001363754272
1,0.0,0.0,0.23869997262954712,0.23320001363754272
1,0.0,0.0,0.23849999904632568,0.23320001363754272
1,0.0,0.0,0.2378000020980835,0.23320001363754272
1,0.0,0.0,0.2378000020980835,0.23320001363754272
1,0.0,0.0,0.2379000186920166,0.23320001363754272
1,0.0,0.0,0.23839998245239258,0.23320001363754272
1,0.0,0.0,0.2379000186920166,0.23320001363754272
1,0.0,0.0,0.23729997873306274,0.23320001363754272
1,0.0,0.0,0.2347000241279602,0.23320001363754272
1,0.0,0.0,0.2337999939918518,0.23320001363754272
1,0.0,0.0,0.234499990940094,0.23320001363754272
1,0.0,0.0,0.2346000075340271,0.23320001363754272
1,0.0,0.0,0.23519998788833618,0.23320001363754272
1,0.0,0.0,0.2369999885559082,0.23320001363754272
1,0.0,0.0,0.23659998178482056,0.23320001363754272
1,0.0,0.0,0.23430001735687256,0.23320001363754272
1,0.0,0.0,0.23430001735687256,0.23320001363754272
1,0.0,0.0,0.23479998111724854,0.23320001363754272
1,0.0,0.0,0.23400002717971802,0.23320001363754272
1,0.0,0.0,0.23500001430511475,0.23320001363754272
1,0.0,0.0,0.23640000820159912,0.23320001363754272
1,0.0,0.0,0.23589998483657837,0.23320001363754272
1,0.0,0.0,0.23640000820159912,0.23320001363754272
1,0.0,0.0,0.23640000820159912,0.23320001363754272
1,0.0,0.0,0.23589998483657837,0.23320001363754272
1,0.0,0.0,0.2361999750137329,0.23320001363754272
1,0.0,0.0,0.23610001802444458,0.23320001363754272
1,0.0,0.0,0.23519998788833618,0.23320001363754272
1,0.0,0.0,0.23650002479553223,0.23320001363754272
1,0.0,0.0,0.2369999885559082,0.23320001363754272
1,0.0,0.0,0.23659998178482056,0.23320001363754272
1,0.0,0.0,0.23600000143051147,0.23320001363754272
1,0.0,0.0,0.23589998483657837,0.23320001363754272
1,0.0,0.0,0.23610001802444458,0.23320001363754272
1,0.0,0.0,0.23610001802444458,0.23320001363754272
1,0.0,0.0,0.23760002851486206,0.23320001363754272
1,0.0,0.0,0.2394999861717224,0.23320001363754272
1,0.0,0.0,0.24290001392364502,0.23320001363754272
1,0.0,0.0,0.2426999807357788,0.23320001363754272
1,0.0,0.0,0.2402999997138977,0.23320001363754272
1,0.0,0.0,0.23960000276565552,0.23320001363754272
1,0.0,0.0,0.23830002546310425,0.23320001363754272
1,0.0,0.0,0.23580002784729004,0.23320001363754272
1,0.0,0.0,0.2343999743461609,0.23320001363754272
1,0.0,0.0,0.2339000105857849,0.23320001363754272
1,0.0,0.0,0.2353000044822693,0.23320001363754272
1,0.0,0.0,0.23600000143051147,0.23320001363754272
1,0.0,0.0,0.2369999885559082,0.23320001363754272
1,0.0,0.0,0.24330002069473267,0.23320001363754272
1,0.0,0.0,0.2451000213623047,0.23320001363754272
1,0.0,0.0,0.2466999888420105,0.23320001363754272
1,0.0,0.0,0.24769997596740723,0.23320001363754272
1,0.0,0.0,0.2540000081062317,0.23320001363754272
1,0.0,0.0,0.25779998302459717,0.23320001363754272
1,0.0,0.0,0.25279998779296875,0.23320001363754272
1,0.0,0.0,0.24620002508163452,0.23320001363754272
1,0.0,0.0,0.24320000410079956,0.23320001363754272
1,0.0,0.0,0.23960000276565552,0.23320001363754272
1,0.0,0.0,0.23659998178482056,0.23320001363754272
1,0.0,0.0,0.234499990940094,0.23320001363754272
1,0.0,0.0,0.2329999804496765,0.2329999804496765
1,0.0,0.0,0.23559999465942383,0.2329999804496765
1,0.0,0.0,0.2361999750137329,0.2329999804496765
1,0.0,0.0,0.23799997568130493,0.2329999804496765
1,0.0,0.0,0.24220001697540283,0.2329999804496765
1,0.0,0.0,0.2441999912261963,0.2329999804496765
1,0.0,0.0,0.24479997158050537,0.2329999804496765
1,0.0,0.0,0.24169999361038208,0.2329999804496765
1,0.0,0.0,0.24010002613067627,0.2329999804496765
1,0.0,0.0,0.2394999861717224,0.2329999804496765
1,0.0,0.0,0.23960000276565552,0.2329999804496765
1,0.0,0.0,0.23930001258850098,0.2329999804496765
1,0.0,0.0,0.23960000276565552,0.2329999804496765
1,0.0,0.0,0.23890000581741333,0.2329999804496765
1,0.0,0.0,0.23890000581741333,0.2329999804496765
1,0.0,0.0,0.23849999904632568,0.2329999804496765
1,0.0,0.0,0.23879998922348022,0.2329999804496765
