,Train_Class_Error,Min_Train_Class_Error,Final_Test_Error,Min_Final_Test_Error,Final_Test_Loss,Min_Final_Test_Loss
1,0.8933333158493042,0.8933333158493042,0.5837999582290649,0.5837999582290649,2.297783851623535,2.297783851623535
1,0.5891666412353516,0.5891666412353516,0.27730000019073486,0.27730000019073486,2.2925949096679688,2.2925949096679688
1,0.2616666555404663,0.2616666555404663,0.1664000153541565,0.1664000153541565,2.2871854305267334,2.2871854305267334
1,0.14166665077209473,0.14166665077209473,0.13300001621246338,0.13300001621246338,2.2815375328063965,2.2815375328063965
1,0.11333334445953369,0.11333334445953369,0.12349998950958252,0.12349998950958252,2.275590658187866,2.275590658187866
1,0.10000002384185791,0.10000002384185791,0.11229997873306274,0.11229997873306274,2.2693889141082764,2.2693889141082764
1,0.09083330631256104,0.09083330631256104,0.10780000686645508,0.10780000686645508,2.262913227081299,2.262913227081299
1,0.08583331108093262,0.08583331108093262,0.10579997301101685,0.10579997301101685,2.256115436553955,2.256115436553955
1,0.07999998331069946,0.07999998331069946,0.1039000153541565,0.1039000153541565,2.2490267753601074,2.2490267753601074
1,0.07666665315628052,0.07666665315628052,0.10180002450942993,0.10180002450942993,2.2417261600494385,2.2417261600494385
1,0.07499998807907104,0.07499998807907104,0.09839999675750732,0.09839999675750732,2.2340664863586426,2.2340664863586426
1,0.07083332538604736,0.07083332538604736,0.0964999794960022,0.0964999794960022,2.2262022495269775,2.2262022495269775
1,0.06916666030883789,0.06916666030883789,0.09479999542236328,0.09479999542236328,2.2179579734802246,2.2179579734802246
1,0.06666666269302368,0.06666666269302368,0.09390002489089966,0.09390002489089966,2.209583044052124,2.209583044052124
1,0.06333333253860474,0.06333333253860474,0.09289997816085815,0.09289997816085815,2.2007977962493896,2.2007977962493896
1,0.0625,0.0625,0.08799999952316284,0.08799999952316284,2.1916568279266357,2.1916568279266357
1,0.059166669845581055,0.059166669845581055,0.08569997549057007,0.08569997549057007,2.1823477745056152,2.1823477745056152
1,0.05833333730697632,0.05833333730697632,0.08410000801086426,0.08410000801086426,2.1726737022399902,2.1726737022399902
1,0.05750000476837158,0.05750000476837158,0.08279997110366821,0.08279997110366821,2.1629655361175537,2.1629655361175537
1,0.05583333969116211,0.05583333969116211,0.08300000429153442,0.08279997110366821,2.1527633666992188,2.1527633666992188
1,0.05583333969116211,0.05583333969116211,0.08179998397827148,0.08179998397827148,2.1425280570983887,2.1425280570983887
1,0.05750000476837158,0.05583333969116211,0.0812000036239624,0.0812000036239624,2.132082939147949,2.132082939147949
1,0.05750000476837158,0.05583333969116211,0.08060002326965332,0.08060002326965332,2.1213088035583496,2.1213088035583496
1,0.05583333969116211,0.05583333969116211,0.07920002937316895,0.07920002937316895,2.1106600761413574,2.1106600761413574
1,0.056666672229766846,0.05583333969116211,0.07920002937316895,0.07920002937316895,2.100003719329834,2.100003719329834
1,0.05750000476837158,0.05583333969116211,0.07859998941421509,0.07859998941421509,2.0885205268859863,2.0885205268859863
1,0.056666672229766846,0.05583333969116211,0.07819998264312744,0.07819998264312744,2.077268123626709,2.077268123626709
1,0.056666672229766846,0.05583333969116211,0.07730001211166382,0.07730001211166382,2.066190004348755,2.066190004348755
1,0.05416667461395264,0.05416667461395264,0.07730001211166382,0.07730001211166382,2.054884433746338,2.054884433746338
1,0.05416667461395264,0.05416667461395264,0.07599997520446777,0.07599997520446777,2.0433170795440674,2.0433170795440674
