,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.10670000314712524,0.10670000314712524,0.14889997243881226,0.14889997243881226
1,0.07929998636245728,0.07929998636245728,0.12139999866485596,0.12139999866485596
1,0.07099997997283936,0.07099997997283936,0.10790002346038818,0.10790002346038818
1,0.07020002603530884,0.07020002603530884,0.10839998722076416,0.10790002346038818
1,0.06699997186660767,0.06699997186660767,0.10240000486373901,0.10240000486373901
1,0.06760001182556152,0.06699997186660767,0.10089999437332153,0.10089999437332153
1,0.06629997491836548,0.06629997491836548,0.10030001401901245,0.10030001401901245
1,0.06790000200271606,0.06629997491836548,0.1021999716758728,0.10030001401901245
1,0.06510001420974731,0.06510001420974731,0.10039997100830078,0.10030001401901245
1,0.06430000066757202,0.06430000066757202,0.09869998693466187,0.09869998693466187
1,0.06629997491836548,0.06430000066757202,0.1029999852180481,0.09869998693466187
1,0.06620001792907715,0.06430000066757202,0.09930002689361572,0.09869998693466187
1,0.0658000111579895,0.06430000066757202,0.0999000072479248,0.09869998693466187
1,0.06430000066757202,0.06430000066757202,0.10049998760223389,0.09869998693466187
1,0.0625,0.0625,0.09820002317428589,0.09820002317428589
1,0.06300002336502075,0.0625,0.10100001096725464,0.09820002317428589
1,0.062099993228912354,0.062099993228912354,0.09680002927780151,0.09680002927780151
1,0.06370002031326294,0.062099993228912354,0.10009998083114624,0.09680002927780151
1,0.06410002708435059,0.062099993228912354,0.10060000419616699,0.09680002927780151
1,0.06120002269744873,0.06120002269744873,0.09729999303817749,0.09680002927780151
1,0.06169998645782471,0.06120002269744873,0.09859997034072876,0.09680002927780151
1,0.06319999694824219,0.06120002269744873,0.10149997472763062,0.09680002927780151
1,0.06059998273849487,0.06059998273849487,0.09930002689361572,0.09680002927780151
1,0.06309998035430908,0.06059998273849487,0.10149997472763062,0.09680002927780151
1,0.06269997358322144,0.06059998273849487,0.0999000072479248,0.09680002927780151
1,0.06319999694824219,0.06059998273849487,0.09880000352859497,0.09680002927780151
1,0.06190001964569092,0.06059998273849487,0.09880000352859497,0.09680002927780151
1,0.06180000305175781,0.06059998273849487,0.09880000352859497,0.09680002927780151
1,0.06430000066757202,0.06059998273849487,0.09869998693466187,0.09680002927780151
1,0.06379997730255127,0.06059998273849487,0.10039997100830078,0.09680002927780151
