,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.10170000791549683,0.10170000791549683,0.13999998569488525,0.13999998569488525
1,0.08410000801086426,0.08410000801086426,0.12029999494552612,0.12029999494552612
1,0.08099997043609619,0.08099997043609619,0.11369997262954712,0.11369997262954712
1,0.07569998502731323,0.07569998502731323,0.10939997434616089,0.10939997434616089
1,0.0745999813079834,0.0745999813079834,0.11009997129440308,0.10939997434616089
1,0.0723000168800354,0.0723000168800354,0.10900002717971802,0.10900002717971802
1,0.07120001316070557,0.07120001316070557,0.10589998960494995,0.10589998960494995
1,0.07080000638961792,0.07080000638961792,0.10430002212524414,0.10430002212524414
1,0.07039999961853027,0.07039999961853027,0.10210001468658447,0.10210001468658447
1,0.06959998607635498,0.06959998607635498,0.10110002756118774,0.10110002756118774
1,0.07029998302459717,0.06959998607635498,0.10240000486373901,0.10110002756118774
1,0.07120001316070557,0.06959998607635498,0.10460001230239868,0.10110002756118774
1,0.06989997625350952,0.06959998607635498,0.10600000619888306,0.10110002756118774
1,0.07209998369216919,0.06959998607635498,0.10540002584457397,0.10110002756118774
1,0.06999999284744263,0.06959998607635498,0.10149997472763062,0.10110002756118774
1,0.07200002670288086,0.06959998607635498,0.10290002822875977,0.10110002756118774
1,0.07090002298355103,0.06959998607635498,0.10589998960494995,0.10110002756118774
1,0.0680999755859375,0.0680999755859375,0.10130000114440918,0.10110002756118774
1,0.069100022315979,0.0680999755859375,0.10229998826980591,0.10110002756118774
1,0.06770002841949463,0.06770002841949463,0.10420000553131104,0.10110002756118774
1,0.06779998540878296,0.06770002841949463,0.10119998455047607,0.10110002756118774
1,0.06950002908706665,0.06770002841949463,0.1032000184059143,0.10110002756118774
1,0.06919997930526733,0.06770002841949463,0.10339999198913574,0.10110002756118774
1,0.06929999589920044,0.06770002841949463,0.10530000925064087,0.10110002756118774
1,0.0690000057220459,0.06770002841949463,0.10439997911453247,0.10110002756118774
1,0.06940001249313354,0.06770002841949463,0.10399997234344482,0.10110002756118774
1,0.06800001859664917,0.06770002841949463,0.10399997234344482,0.10110002756118774
1,0.06980001926422119,0.06770002841949463,0.10369998216629028,0.10110002756118774
1,0.07039999961853027,0.06770002841949463,0.10509997606277466,0.10110002756118774
1,0.06679999828338623,0.06679999828338623,0.10000002384185791,0.10000002384185791
