,One2one_av_Error,Min_One2one_av,One2one_max_Error,Min_One2one_max_Error
1,0.1559000015258789,0.1559000015258789,0.23809999227523804,0.23809999227523804
1,0.10839998722076416,0.10839998722076416,0.16109997034072876,0.16109997034072876
1,0.09689998626708984,0.09689998626708984,0.1444000005722046,0.1444000005722046
1,0.09079998731613159,0.09079998731613159,0.13040000200271606,0.13040000200271606
1,0.08350002765655518,0.08350002765655518,0.12550002336502075,0.12550002336502075
1,0.08139997720718384,0.08139997720718384,0.12059998512268066,0.12059998512268066
1,0.07990002632141113,0.07990002632141113,0.11500000953674316,0.11500000953674316
1,0.07580000162124634,0.07580000162124634,0.11210000514984131,0.11210000514984131
1,0.07700002193450928,0.07580000162124634,0.1119999885559082,0.1119999885559082
1,0.07590001821517944,0.07580000162124634,0.109499990940094,0.109499990940094
1,0.07319998741149902,0.07319998741149902,0.10979998111724854,0.109499990940094
1,0.0746999979019165,0.07319998741149902,0.10890001058578491,0.10890001058578491
1,0.07520002126693726,0.07319998741149902,0.10570001602172852,0.10570001602172852
1,0.07440000772476196,0.07319998741149902,0.10769999027252197,0.10570001602172852
1,0.07480001449584961,0.07319998741149902,0.10519999265670776,0.10519999265670776
1,0.0756000280380249,0.07319998741149902,0.10339999198913574,0.10339999198913574
1,0.07300001382827759,0.07300001382827759,0.10379999876022339,0.10339999198913574
1,0.07270002365112305,0.07270002365112305,0.10360002517700195,0.10339999198913574
1,0.07109999656677246,0.07109999656677246,0.10119998455047607,0.10119998455047607
1,0.07209998369216919,0.07109999656677246,0.10060000419616699,0.10060000419616699
1,0.07120001316070557,0.07109999656677246,0.10189998149871826,0.10060000419616699
1,0.06970000267028809,0.06970000267028809,0.10100001096725464,0.10060000419616699
1,0.07010000944137573,0.06970000267028809,0.10089999437332153,0.10060000419616699
1,0.069100022315979,0.069100022315979,0.10009998083114624,0.10009998083114624
1,0.06859999895095825,0.06859999895095825,0.10189998149871826,0.10009998083114624
1,0.06840002536773682,0.06840002536773682,0.10049998760223389,0.10009998083114624
1,0.06929999589920044,0.06840002536773682,0.10039997100830078,0.10009998083114624
1,0.06950002908706665,0.06840002536773682,0.09960001707077026,0.09960001707077026
1,0.06840002536773682,0.06840002536773682,0.09820002317428589,0.09820002317428589
1,0.06919997930526733,0.06840002536773682,0.09930002689361572,0.09820002317428589
1,0.06650000810623169,0.06650000810623169,0.09880000352859497,0.09820002317428589
1,0.06330001354217529,0.06330001354217529,0.09680002927780151,0.09680002927780151
1,0.06709998846054077,0.06330001354217529,0.10170000791549683,0.09680002927780151
1,0.06639999151229858,0.06330001354217529,0.0989999771118164,0.09680002927780151
1,0.06760001182556152,0.06330001354217529,0.0989999771118164,0.09680002927780151
1,0.06480002403259277,0.06330001354217529,0.09759998321533203,0.09680002927780151
1,0.0648999810218811,0.06330001354217529,0.09820002317428589,0.09680002927780151
1,0.06699997186660767,0.06330001354217529,0.0996999740600586,0.09680002927780151
1,0.06699997186660767,0.06330001354217529,0.0975000262260437,0.09680002927780151
1,0.06620001792907715,0.06330001354217529,0.09829998016357422,0.09680002927780151
1,0.06510001420974731,0.06330001354217529,0.0974000096321106,0.09680002927780151
1,0.06590002775192261,0.06330001354217529,0.09619998931884766,0.09619998931884766
1,0.06499999761581421,0.06330001354217529,0.09570002555847168,0.09570002555847168
1,0.06519997119903564,0.06330001354217529,0.09560000896453857,0.09560000896453857
1,0.06620001792907715,0.06330001354217529,0.09640002250671387,0.09560000896453857
1,0.0648999810218811,0.06330001354217529,0.09600001573562622,0.09560000896453857
1,0.06459999084472656,0.06330001354217529,0.09680002927780151,0.09560000896453857
1,0.06499999761581421,0.06330001354217529,0.09769999980926514,0.09560000896453857
1,0.06480002403259277,0.06330001354217529,0.09609997272491455,0.09560000896453857
1,0.0648999810218811,0.06330001354217529,0.09560000896453857,0.09560000896453857
1,0.06620001792907715,0.06330001354217529,0.09789997339248657,0.09560000896453857
1,0.06480002403259277,0.06330001354217529,0.0964999794960022,0.09560000896453857
1,0.06410002708435059,0.06330001354217529,0.09769999980926514,0.09560000896453857
1,0.0648999810218811,0.06330001354217529,0.09680002927780151,0.09560000896453857
1,0.06360000371932983,0.06330001354217529,0.09859997034072876,0.09560000896453857
1,0.06410002708435059,0.06330001354217529,0.09799998998641968,0.09560000896453857
1,0.06400001049041748,0.06330001354217529,0.09609997272491455,0.09560000896453857
1,0.06480002403259277,0.06330001354217529,0.09780001640319824,0.09560000896453857
1,0.06459999084472656,0.06330001354217529,0.0975000262260437,0.09560000896453857
1,0.06379997730255127,0.06330001354217529,0.09799998998641968,0.09560000896453857
