,Xth_norm
1,33.84385681152344
1,33.830421447753906
1,33.88557434082031
1,34.015586853027344
1,34.18158721923828
1,34.37105178833008
1,34.611759185791016
1,34.82229232788086
1,34.98291015625
1,35.05990219116211
1,35.13058090209961
1,35.20115661621094
1,35.215110778808594
1,35.1989631652832
1,35.1818962097168
1,35.15045928955078
1,35.114742279052734
1,35.06719207763672
1,35.00749588012695
1,34.99047088623047
1,34.96226501464844
1,34.97616958618164
1,34.91878890991211
1,34.889930725097656
1,34.92954635620117
1,34.85350036621094
1,34.88677978515625
1,34.869781494140625
1,34.81098937988281
1,34.844200134277344
1,34.78984069824219
1,34.80807113647461
1,34.794944763183594
1,34.75989532470703
1,34.78223419189453
1,34.74239730834961
1,34.77851867675781
1,34.76725769042969
1,34.732688903808594
1,34.759918212890625
1,34.70522689819336
1,34.74763870239258
1,34.711246490478516
1,34.735595703125
1,34.73827362060547
1,34.70970916748047
1,34.70958709716797
1,34.71760559082031
1,34.69099426269531
1,34.66547393798828
1,34.69654846191406
1,34.71013259887695
1,34.679443359375
1,34.74146270751953
1,34.66620635986328
1,34.706871032714844
1,34.67107391357422
1,34.676212310791016
1,34.689414978027344
1,34.70271682739258
1,34.72722244262695
1,34.67371368408203
1,34.7072868347168
1,34.66472625732422
1,34.657127380371094
1,34.687400817871094
1,34.66435623168945
1,34.67412567138672
1,34.66489028930664
1,34.64404296875
1,34.62531661987305
1,34.71287536621094
1,34.64996337890625
1,34.68149185180664
1,34.652320861816406
1,34.66343688964844
1,34.62259292602539
1,34.64985656738281
1,34.6486701965332
1,34.630149841308594
1,34.64931106567383
1,34.65321731567383
1,34.62128829956055
1,34.61360168457031
1,34.61802291870117
1,34.619651794433594
1,34.64197540283203
1,34.63407897949219
1,34.640628814697266
1,34.61998748779297
1,34.60884094238281
1,34.620697021484375
1,34.61859893798828
1,34.62387466430664
1,34.60968017578125
1,34.623077392578125
1,34.63658905029297
1,34.62705993652344
1,34.61383819580078
1,34.61204528808594
