,Xth_norm
1,33.837947845458984
1,33.82992935180664
1,33.88248825073242
1,34.0045280456543
1,34.17110824584961
1,34.402748107910156
1,34.61785125732422
1,34.7925910949707
1,34.945377349853516
1,35.11647415161133
1,35.11521530151367
1,35.183189392089844
1,35.145851135253906
1,35.140098571777344
1,35.09696578979492
1,35.058650970458984
1,35.027549743652344
1,34.96501541137695
1,34.93777847290039
1,34.92598342895508
1,34.926761627197266
1,34.89161682128906
1,34.897579193115234
1,34.83159637451172
1,34.801822662353516
1,34.80611038208008
1,34.785648345947266
1,34.79399871826172
1,34.76792526245117
1,34.78672790527344
1,34.767356872558594
1,34.7833137512207
1,34.74046325683594
1,34.72948455810547
1,34.71833419799805
1,34.74530029296875
1,34.72138595581055
1,34.71491241455078
1,34.6994514465332
1,34.70661544799805
1,34.69260025024414
1,34.69633483886719
1,34.642303466796875
1,34.70337677001953
1,34.65910720825195
1,34.64997863769531
1,34.675559997558594
1,34.66701126098633
1,34.63948440551758
1,34.650390625
1,34.66740798950195
1,34.62946319580078
1,34.64495086669922
1,34.61833190917969
1,34.64710235595703
1,34.633914947509766
1,34.63319396972656
1,34.610233306884766
1,34.6416015625
1,34.62287902832031
1,34.58984375
1,34.598026275634766
1,34.587467193603516
1,34.616065979003906
1,34.55364227294922
1,34.593318939208984
1,34.588314056396484
1,34.56538009643555
1,34.60541915893555
1,34.56131362915039
1,34.595123291015625
1,34.58250427246094
1,34.55887222290039
1,34.59027099609375
1,34.57356643676758
1,34.5897216796875
1,34.5532341003418
1,34.539154052734375
1,34.56218338012695
1,34.5789909362793
1,34.59372329711914
1,34.58247756958008
1,34.57951354980469
1,34.572635650634766
1,34.57191467285156
1,34.566219329833984
1,34.54905319213867
1,34.59490966796875
1,34.5742301940918
1,34.549476623535156
1,34.53944396972656
1,34.54731369018555
1,34.54019546508789
1,34.5638313293457
1,34.53032302856445
1,34.55991744995117
1,34.560787200927734
1,34.573734283447266
1,34.52141571044922
1,34.5406608581543
