,Train_Class_Error,Min_Train_Class_Error,Final_Test_Error,Min_Final_Test_Error,Final_Test_Loss,Min_Final_Test_Loss
1,0.46833330392837524,0.46833330392837524,0.058099985122680664,0.058099985122680664,0.13352414965629578,0.13352414965629578
1,0.011666655540466309,0.011666655540466309,0.04989999532699585,0.04989999532699585,0.07333987951278687,0.07333987951278687
1,0.006666660308837891,0.006666660308837891,0.04900002479553223,0.04900002479553223,0.045074112713336945,0.045074112713336945
1,0.006666660308837891,0.006666660308837891,0.04869997501373291,0.04869997501373291,0.030960002914071083,0.030960002914071083
1,0.006666660308837891,0.006666660308837891,0.04839998483657837,0.04839998483657837,0.023571506142616272,0.023571506142616272
1,0.004999995231628418,0.004999995231628418,0.04780000448226929,0.04780000448226929,0.019389647990465164,0.019389647990465164
1,0.004999995231628418,0.004999995231628418,0.0471000075340271,0.0471000075340271,0.016833271831274033,0.016833271831274033
1,0.004999995231628418,0.004999995231628418,0.04689997434616089,0.04689997434616089,0.01515957247465849,0.01515957247465849
1,0.0033333301544189453,0.0033333301544189453,0.04670000076293945,0.04670000076293945,0.014019964262843132,0.014019964262843132
1,0.0016666650772094727,0.0016666650772094727,0.04610002040863037,0.04610002040863037,0.013201775029301643,0.013201775029301643
1,0.0033333301544189453,0.0016666650772094727,0.04610002040863037,0.04610002040863037,0.01259441114962101,0.01259441114962101
1,0.0033333301544189453,0.0016666650772094727,0.04629999399185181,0.04610002040863037,0.01213640533387661,0.01213640533387661
1,0.0033333301544189453,0.0016666650772094727,0.04629999399185181,0.04610002040863037,0.011782828718423843,0.011782828718423843
1,0.0033333301544189453,0.0016666650772094727,0.0461999773979187,0.04610002040863037,0.011496400460600853,0.011496400460600853
1,0.004999995231628418,0.0016666650772094727,0.04610002040863037,0.04610002040863037,0.011264246888458729,0.011264246888458729
1,0.0,0.0,0.04589998722076416,0.04589998722076416,0.011078090406954288,0.011078090406954288
1,0.0033333301544189453,0.0,0.045799970626831055,0.045799970626831055,0.01092528086155653,0.01092528086155653
1,0.0,0.0,0.045700013637542725,0.045700013637542725,0.01079337578266859,0.01079337578266859
1,0.004999995231628418,0.0,0.045799970626831055,0.045700013637542725,0.010680444538593292,0.010680444538593292
1,0.0033333301544189453,0.0,0.045799970626831055,0.045700013637542725,0.010582530871033669,0.010582530871033669
1,0.004999995231628418,0.0,0.045799970626831055,0.045700013637542725,0.010496353730559349,0.010496353730559349
1,0.0016666650772094727,0.0,0.045700013637542725,0.045700013637542725,0.010422376915812492,0.010422376915812492
1,0.0033333301544189453,0.0,0.045499980449676514,0.045499980449676514,0.01035804022103548,0.01035804022103548
1,0.0033333301544189453,0.0,0.045700013637542725,0.045499980449676514,0.010299638845026493,0.010299638845026493
1,0.0,0.0,0.045799970626831055,0.045499980449676514,0.010247362777590752,0.010247362777590752
1,0.0016666650772094727,0.0,0.045799970626831055,0.045499980449676514,0.010198790580034256,0.010198790580034256
1,0.004999995231628418,0.0,0.045799970626831055,0.045499980449676514,0.010154832154512405,0.010154832154512405
1,0.0,0.0,0.045799970626831055,0.045499980449676514,0.01011543907225132,0.01011543907225132
1,0.0016666650772094727,0.0,0.045799970626831055,0.045499980449676514,0.0100793968886137,0.0100793968886137
1,0.0,0.0,0.045799970626831055,0.045499980449676514,0.01004662923514843,0.01004662923514843
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.01001788955181837,0.01001788955181837
1,0.0016666650772094727,0.0,0.04559999704360962,0.045499980449676514,0.009991072118282318,0.009991072118282318
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.009965447708964348,0.009965447708964348
1,0.0016666650772094727,0.0,0.04559999704360962,0.045499980449676514,0.009941557422280312,0.009941557422280312
1,0.0016666650772094727,0.0,0.045499980449676514,0.045499980449676514,0.009919771924614906,0.009919771924614906
1,0.0016666650772094727,0.0,0.045499980449676514,0.045499980449676514,0.009900429286062717,0.009900429286062717
1,0.0016666650772094727,0.0,0.045499980449676514,0.045499980449676514,0.00988280214369297,0.00988280214369297
1,0.0,0.0,0.045499980449676514,0.045499980449676514,0.009866395965218544,0.009866395965218544
1,0.0016666650772094727,0.0,0.04559999704360962,0.045499980449676514,0.009851498529314995,0.009851498529314995
1,0.0,0.0,0.04559999704360962,0.045499980449676514,0.009837412275373936,0.009837412275373936
1,0.0016666650772094727,0.0,0.04559999704360962,0.045499980449676514,0.009824344888329506,0.009824344888329506
1,0.0,0.0,0.045700013637542725,0.045499980449676514,0.009812569245696068,0.009812569245696068
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.009801551699638367,0.009801551699638367
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.00979101937264204,0.00979101937264204
1,0.0033333301544189453,0.0,0.045700013637542725,0.045499980449676514,0.0097816688939929,0.0097816688939929
1,0.0033333301544189453,0.0,0.045700013637542725,0.045499980449676514,0.009772843681275845,0.009772843681275845
1,0.0,0.0,0.045700013637542725,0.045499980449676514,0.009764794260263443,0.009764794260263443
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.00975771527737379,0.00975771527737379
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.00975115317851305,0.00975115317851305
1,0.0016666650772094727,0.0,0.045700013637542725,0.045499980449676514,0.009744925424456596,0.009744925424456596
