,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.14910000562667847,0.14910000562667847,0.2037000060081482,0.2037000060081482
1,0.11070001125335693,0.11070001125335693,0.1470000147819519,0.1470000147819519
1,0.08630001544952393,0.08630001544952393,0.11909997463226318,0.11909997463226318
1,0.07849997282028198,0.07849997282028198,0.10449999570846558,0.10449999570846558
1,0.07380002737045288,0.07380002737045288,0.10199999809265137,0.10199999809265137
1,0.07059997320175171,0.07059997320175171,0.09700000286102295,0.09700000286102295
1,0.06749999523162842,0.06749999523162842,0.09380000829696655,0.09380000829696655
1,0.0681999921798706,0.06749999523162842,0.09170001745223999,0.09170001745223999
1,0.0658000111579895,0.0658000111579895,0.09079998731613159,0.09079998731613159
1,0.06470000743865967,0.06470000743865967,0.09280002117156982,0.09079998731613159
1,0.06360000371932983,0.06360000371932983,0.08980000019073486,0.08980000019073486
1,0.06069999933242798,0.06069999933242798,0.09049999713897705,0.08980000019073486
1,0.06559997797012329,0.06069999933242798,0.09109997749328613,0.08980000019073486
1,0.06180000305175781,0.06069999933242798,0.08700001239776611,0.08700001239776611
1,0.06300002336502075,0.06069999933242798,0.08980000019073486,0.08700001239776611
1,0.06370002031326294,0.06069999933242798,0.08890002965927124,0.08700001239776611
1,0.06459999084472656,0.06069999933242798,0.09200000762939453,0.08700001239776611
1,0.06220000982284546,0.06069999933242798,0.08840000629425049,0.08700001239776611
1,0.06180000305175781,0.06069999933242798,0.08969998359680176,0.08700001239776611
1,0.06339997053146362,0.06069999933242798,0.09160000085830688,0.08700001239776611
1,0.06279999017715454,0.06069999933242798,0.09219998121261597,0.08700001239776611
1,0.06019997596740723,0.06019997596740723,0.08700001239776611,0.08700001239776611
1,0.06019997596740723,0.06019997596740723,0.0878000259399414,0.08700001239776611
1,0.06160002946853638,0.06019997596740723,0.08810001611709595,0.08700001239776611
1,0.060899972915649414,0.06019997596740723,0.08799999952316284,0.08700001239776611
1,0.06169998645782471,0.06019997596740723,0.08730000257492065,0.08700001239776611
1,0.06050002574920654,0.06019997596740723,0.08829998970031738,0.08700001239776611
1,0.06050002574920654,0.06019997596740723,0.08810001611709595,0.08700001239776611
1,0.06169998645782471,0.06019997596740723,0.09030002355575562,0.08700001239776611
1,0.060100018978118896,0.060100018978118896,0.08740001916885376,0.08700001239776611
