,Train_Class_Error,Min_Train_Class_Error,Final_Test_Error,Min_Final_Test_Error,Final_Test_Loss,Min_Final_Test_Loss
1,0.0968666672706604,0.0968666672706604,0.062399983406066895,0.062399983406066895,0.21510536968708038,0.21510536968708038
1,0.053866684436798096,0.053866684436798096,0.04989999532699585,0.04989999532699585,0.17153491079807281,0.17153491079807281
1,0.04466664791107178,0.04466664791107178,0.04439997673034668,0.04439997673034668,0.14987283945083618,0.14987283945083618
1,0.03855001926422119,0.03855001926422119,0.04089999198913574,0.04089999198913574,0.1396506130695343,0.1396506130695343
1,0.034399986267089844,0.034399986267089844,0.03850001096725464,0.03850001096725464,0.12995944917201996,0.12995944917201996
1,0.03136664628982544,0.03136664628982544,0.037699997425079346,0.037699997425079346,0.12519404292106628,0.12519404292106628
1,0.02824997901916504,0.02824997901916504,0.03560000658035278,0.03560000658035278,0.12064802646636963,0.12064802646636963
1,0.027033329010009766,0.027033329010009766,0.03609997034072876,0.03560000658035278,0.1176745668053627,0.1176745668053627
1,0.025049984455108643,0.025049984455108643,0.03450000286102295,0.03450000286102295,0.11302198469638824,0.11302198469638824
1,0.023500025272369385,0.023500025272369385,0.03259998559951782,0.03259998559951782,0.10832265764474869,0.10832265764474869
1,0.022366642951965332,0.022366642951965332,0.031099975109100342,0.031099975109100342,0.10664203017950058,0.10664203017950058
1,0.02174997329711914,0.02174997329711914,0.03229999542236328,0.031099975109100342,0.10652321577072144,0.10652321577072144
1,0.02120000123977661,0.02120000123977661,0.03149998188018799,0.031099975109100342,0.10421569645404816,0.10421569645404816
1,0.02043330669403076,0.02043330669403076,0.03140002489089966,0.031099975109100342,0.10311499983072281,0.10311499983072281
1,0.019633352756500244,0.019633352756500244,0.03179997205734253,0.031099975109100342,0.10328805446624756,0.10311499983072281
1,0.018933355808258057,0.018933355808258057,0.03100001811981201,0.03100001811981201,0.10180000960826874,0.10180000960826874
1,0.01853334903717041,0.01853334903717041,0.030099987983703613,0.030099987983703613,0.0996449664235115,0.0996449664235115
1,0.018050014972686768,0.018050014972686768,0.030600011348724365,0.030099987983703613,0.09880615025758743,0.09880615025758743
1,0.017933309078216553,0.017933309078216553,0.03020000457763672,0.030099987983703613,0.09847551584243774,0.09847551584243774
1,0.01748335361480713,0.01748335361480713,0.030900001525878906,0.030099987983703613,0.09879080206155777,0.09847551584243774
1,0.017066657543182373,0.017066657543182373,0.030600011348724365,0.030099987983703613,0.09739698469638824,0.09739698469638824
1,0.016966640949249268,0.016966640949249268,0.030099987983703613,0.030099987983703613,0.09771620482206345,0.09739698469638824
1,0.016233325004577637,0.016233325004577637,0.030099987983703613,0.030099987983703613,0.09702658653259277,0.09702658653259277
1,0.0163000226020813,0.016233325004577637,0.029900014400482178,0.029900014400482178,0.09664726257324219,0.09664726257324219
1,0.016116678714752197,0.016116678714752197,0.03049999475479126,0.029900014400482178,0.09781306236982346,0.09664726257324219
1,0.0158500075340271,0.0158500075340271,0.029799997806549072,0.029799997806549072,0.09711529314517975,0.09664726257324219
1,0.01564997434616089,0.01564997434616089,0.029699981212615967,0.029699981212615967,0.09694529324769974,0.09664726257324219
1,0.01541668176651001,0.01541668176651001,0.02950000762939453,0.02950000762939453,0.09568615257740021,0.09568615257740021
1,0.0153999924659729,0.0153999924659729,0.029999971389770508,0.02950000762939453,0.09548905491828918,0.09548905491828918
1,0.015333354473114014,0.015333354473114014,0.030099987983703613,0.02950000762939453,0.09571663290262222,0.09548905491828918
1,0.01498335599899292,0.01498335599899292,0.029900014400482178,0.02950000762939453,0.09564640372991562,0.09548905491828918
1,0.014883339405059814,0.014883339405059814,0.029900014400482178,0.02950000762939453,0.09578500688076019,0.09548905491828918
1,0.015166640281677246,0.014883339405059814,0.03020000457763672,0.02950000762939453,0.09546501189470291,0.09546501189470291
1,0.014816641807556152,0.014816641807556152,0.02950000762939453,0.02950000762939453,0.0951041728258133,0.0951041728258133
1,0.014900028705596924,0.014816641807556152,0.029799997806549072,0.02950000762939453,0.09498140215873718,0.09498140215873718
