,One2one_av_Error,Min_One2one_av,One2one_max_Error,Min_One2one_max_Error
1,0.1064000129699707,0.1064000129699707,0.16329997777938843,0.16329997777938843
1,0.07410001754760742,0.07410001754760742,0.11809998750686646,0.11809998750686646
1,0.06720000505447388,0.06720000505447388,0.08929997682571411,0.08929997682571411
1,0.062099993228912354,0.062099993228912354,0.08700001239776611,0.08700001239776611
1,0.05720001459121704,0.05720001459121704,0.07700002193450928,0.07700002193450928
1,0.058300018310546875,0.05720001459121704,0.07510000467300415,0.07510000467300415
1,0.05339998006820679,0.05339998006820679,0.07120001316070557,0.07120001316070557
1,0.053099989891052246,0.053099989891052246,0.07109999656677246,0.07109999656677246
1,0.05330002307891846,0.053099989891052246,0.07080000638961792,0.07080000638961792
1,0.04960000514984131,0.04960000514984131,0.06510001420974731,0.06510001420974731
1,0.04960000514984131,0.04960000514984131,0.06679999828338623,0.06510001420974731
1,0.047500014305114746,0.047500014305114746,0.0648999810218811,0.0648999810218811
1,0.046000003814697266,0.046000003814697266,0.06410002708435059,0.06410002708435059
1,0.047599971294403076,0.046000003814697266,0.06690001487731934,0.06410002708435059
1,0.04659998416900635,0.046000003814697266,0.06459999084472656,0.06410002708435059
1,0.044499993324279785,0.044499993324279785,0.060800015926361084,0.060800015926361084
1,0.045700013637542725,0.044499993324279785,0.06120002269744873,0.060800015926361084
1,0.04689997434616089,0.044499993324279785,0.06470000743865967,0.060800015926361084
1,0.045499980449676514,0.044499993324279785,0.06519997119903564,0.060800015926361084
1,0.04490000009536743,0.044499993324279785,0.0625,0.060800015926361084
1,0.044200003147125244,0.044200003147125244,0.06199997663497925,0.060800015926361084
1,0.044799983501434326,0.044200003147125244,0.06309998035430908,0.060800015926361084
1,0.04339998960494995,0.04339998960494995,0.06059998273849487,0.06059998273849487
1,0.041999995708465576,0.041999995708465576,0.06050002574920654,0.06050002574920654
1,0.04220002889633179,0.041999995708465576,0.06019997596740723,0.06019997596740723
1,0.04189997911453247,0.04189997911453247,0.06279999017715454,0.06019997596740723
1,0.04119998216629028,0.04119998216629028,0.06190001964569092,0.06019997596740723
1,0.041700005531311035,0.04119998216629028,0.06309998035430908,0.06019997596740723
1,0.04250001907348633,0.04119998216629028,0.06160002946853638,0.06019997596740723
1,0.04180002212524414,0.04119998216629028,0.06349998712539673,0.06019997596740723
1,0.042699992656707764,0.04119998216629028,0.06180000305175781,0.06019997596740723
1,0.04240000247955322,0.04119998216629028,0.060800015926361084,0.06019997596740723
1,0.04240000247955322,0.04119998216629028,0.06279999017715454,0.06019997596740723
1,0.04280000925064087,0.04119998216629028,0.06330001354217529,0.06019997596740723
1,0.04079997539520264,0.04079997539520264,0.062399983406066895,0.06019997596740723
1,0.04159998893737793,0.04079997539520264,0.061100006103515625,0.06019997596740723
1,0.04350000619888306,0.04079997539520264,0.06370002031326294,0.06019997596740723
1,0.042900025844573975,0.04079997539520264,0.06120002269744873,0.06019997596740723
1,0.04100000858306885,0.04079997539520264,0.061399996280670166,0.06019997596740723
1,0.04189997911453247,0.04079997539520264,0.062300026416778564,0.06019997596740723
1,0.04240000247955322,0.04079997539520264,0.06330001354217529,0.06019997596740723
1,0.04229998588562012,0.04079997539520264,0.06349998712539673,0.06019997596740723
1,0.04189997911453247,0.04079997539520264,0.06069999933242798,0.06019997596740723
1,0.04229998588562012,0.04079997539520264,0.06059998273849487,0.06019997596740723
1,0.04229998588562012,0.04079997539520264,0.0625,0.06019997596740723
