,Test_Error_av,Min_Test_Error_av,Test_Error_max,Min_Test_Error_max
1,0.10350000858306885,0.10350000858306885,0.14249998331069946,0.14249998331069946
1,0.07899999618530273,0.07899999618530273,0.10280001163482666,0.10280001163482666
1,0.06779998540878296,0.06779998540878296,0.09350001811981201,0.09350001811981201
1,0.06339997053146362,0.06339997053146362,0.09490001201629639,0.09350001811981201
1,0.06360000371932983,0.06339997053146362,0.08689999580383301,0.08689999580383301
1,0.061100006103515625,0.061100006103515625,0.0867999792098999,0.0867999792098999
1,0.06400001049041748,0.061100006103515625,0.08920001983642578,0.0867999792098999
1,0.06160002946853638,0.061100006103515625,0.0885000228881836,0.0867999792098999
1,0.062099993228912354,0.061100006103515625,0.08550000190734863,0.08550000190734863
1,0.06629997491836548,0.061100006103515625,0.0875999927520752,0.08550000190734863
1,0.062399983406066895,0.061100006103515625,0.08670002222061157,0.08550000190734863
1,0.060800015926361084,0.060800015926361084,0.08590000867843628,0.08550000190734863
1,0.06290000677108765,0.060800015926361084,0.08300000429153442,0.08300000429153442
1,0.06400001049041748,0.060800015926361084,0.0900999903678894,0.08300000429153442
1,0.06559997797012329,0.060800015926361084,0.09630000591278076,0.08300000429153442
1,0.06279999017715454,0.060800015926361084,0.0899999737739563,0.08300000429153442
1,0.06309998035430908,0.060800015926361084,0.08649998903274536,0.08300000429153442
1,0.05460000038146973,0.05460000038146973,0.08480000495910645,0.08300000429153442
1,0.06000000238418579,0.05460000038146973,0.08700001239776611,0.08300000429153442
1,0.060899972915649414,0.05460000038146973,0.08730000257492065,0.08300000429153442
1,0.06360000371932983,0.05460000038146973,0.08910000324249268,0.08300000429153442
1,0.06180000305175781,0.05460000038146973,0.09219998121261597,0.08300000429153442
1,0.059599995613098145,0.05460000038146973,0.08899998664855957,0.08300000429153442
1,0.05779999494552612,0.05460000038146973,0.08810001611709595,0.08300000429153442
1,0.05769997835159302,0.05460000038146973,0.08560001850128174,0.08300000429153442
1,0.06069999933242798,0.05460000038146973,0.08950001001358032,0.08300000429153442
1,0.05889999866485596,0.05460000038146973,0.08829998970031738,0.08300000429153442
1,0.06129997968673706,0.05460000038146973,0.09069997072219849,0.08300000429153442
1,0.06019997596740723,0.05460000038146973,0.08619999885559082,0.08300000429153442
1,0.062300026416778564,0.05460000038146973,0.08910000324249268,0.08300000429153442
