,Xth_norm
1,33.851619720458984
1,33.82929229736328
1,33.88018035888672
1,34.01340103149414
1,34.17781448364258
1,34.366764068603516
1,34.60637283325195
1,34.77826690673828
1,35.006229400634766
1,35.073001861572266
1,35.211177825927734
1,35.19881057739258
1,35.22358322143555
1,35.16843795776367
1,35.10850524902344
1,35.11283493041992
1,35.046630859375
1,35.02184295654297
1,35.028839111328125
1,34.977691650390625
1,34.929325103759766
1,34.94470977783203
1,34.90522003173828
1,34.879676818847656
1,34.85092544555664
1,34.841209411621094
1,34.82259750366211
1,34.8019905090332
1,34.827781677246094
1,34.776187896728516
1,34.80104446411133
1,34.8093376159668
1,34.78133773803711
1,34.78976821899414
1,34.78001403808594
1,34.74074935913086
1,34.74748992919922
1,34.73849868774414
1,34.72869873046875
1,34.73834228515625
1,34.75859832763672
1,34.725704193115234
1,34.73231887817383
1,34.709632873535156
1,34.68019485473633
1,34.731689453125
1,34.702449798583984
1,34.67984390258789
1,34.698974609375
1,34.659603118896484
1,34.66794204711914
1,34.68768310546875
1,34.71196365356445
1,34.68822479248047
1,34.67137908935547
1,34.66862869262695
1,34.67584228515625
1,34.66611099243164
1,34.65278625488281
1,34.66463851928711
1,34.64052963256836
1,34.66584396362305
1,34.65803146362305
1,34.67048645019531
1,34.629512786865234
1,34.615787506103516
1,34.64162063598633
1,34.636375427246094
1,34.65696334838867
1,34.639259338378906
1,34.636878967285156
1,34.632240295410156
1,34.64692306518555
1,34.625221252441406
1,34.6325569152832
1,34.61427688598633
1,34.659420013427734
1,34.61354446411133
1,34.580177307128906
1,34.60991668701172
1,34.57762145996094
1,34.61176300048828
1,34.61310958862305
1,34.586727142333984
1,34.632102966308594
1,34.6015739440918
1,34.618228912353516
1,34.61166763305664
1,34.6038818359375
1,34.594940185546875
1,34.60336685180664
1,34.62397766113281
1,34.60488510131836
1,34.593467712402344
1,34.622474670410156
1,34.629180908203125
1,34.60347366333008
1,34.60822296142578
1,34.601131439208984
1,34.592559814453125
